x,y
38.66478536,8.96834385
38.66481125,8.92463211
38.66484391,8.99446708
38.66484393,9.03201904
38.66485526,9.05502754
38.6648557,8.93068846
38.66486172,8.94758949
38.664877,9.07276602
38.66491376,8.9690508
38.66493006,9.0146273
38.66499639,8.94927935
38.66501917,8.88611964
38.66504939,8.8659486
38.66510319,8.89051753
38.66511403,9.02705319
38.66512187,9.00612995
38.66513368,9.05882867
38.66515331,9.06445203
38.66517192,9.02330876
38.66517261,8.9615202
38.66518584,8.92903995
38.66520255,9.07124464
38.66520986,8.89724511
38.66526081,8.93310047
38.66528971,8.93412461
38.66530659,9.00386388
38.665339,9.02579855
38.66535115,9.08895758
38.6653749,8.98959364
38.66538313,8.88951292
38.66548699,8.89563468
38.66549817,8.84817844
38.66553434,9.00418453
38.66554076,9.05681621
38.66555936,9.01368199
38.6655624,9.03588557
38.66558681,8.88795487
38.66562069,9.03379579
38.66566455,9.02733957
38.6656717,9.00413372
38.66570511,8.89426269
38.66571516,8.88633382
38.66573898,8.97800951
38.66574863,8.93073111
38.66578598,8.88049071
38.66582832,8.88569994
38.6658366,8.94664283
38.66584681,9.02245829
38.66585412,9.016434
38.6658562,8.85532471
38.6658771,8.96427931
38.66588122,9.05006965
38.6659025,8.9584245
38.66591699,9.0576178
38.66591931,9.04384928
38.66594526,8.9484069
38.66597665,8.97168438
38.66600826,8.90419768
38.666086,8.87763837
38.66613393,8.87172351
38.66614921,8.84065113
38.66615563,8.96106334
38.6661695,9.02851077
38.66620966,8.91458781
38.66624619,9.00911198
38.66625483,9.0039128
38.66626725,9.04614936
38.66628073,8.90275272
38.66632388,8.8734276
38.66632749,8.96019587
38.66634705,8.88965013
38.66635021,8.98232553
38.66636938,8.88638527
38.66637049,8.86102905
38.66641902,9.02223123
38.66643614,8.86780869
38.66647063,9.06219984
38.66647952,9.08144551
38.66648264,8.90455962
38.66652058,9.0306205
38.66653791,8.97960456
38.66659374,8.9950015
38.66660037,8.98821378
38.66670781,8.85155617
38.66683636,8.9856179
38.66685269,9.04404953
38.66688074,9.06144225
38.6669053,9.06591389
38.6669085,8.9543744
38.66697291,8.96257464
38.66697725,9.04554488
38.6669868,9.05256209
38.66700904,8.90301865
38.66703016,8.89486176
38.66705861,9.09086811
38.66707085,8.93137208
38.66709694,8.84465899
38.66710253,9.02409682
38.66712107,8.8532004
38.66714169,8.99991918
38.66714747,9.04130365
38.66714771,8.83877239
38.66718163,9.06595175
38.66720421,8.92735951
38.66721679,8.92188901
38.6673514,8.9653539
38.6673516,9.00314866
38.66736254,9.0673505
38.66738745,9.08792665
38.66739933,8.98040895
38.66740034,8.85801436
38.66742541,8.89470993
38.66745228,9.08036459
38.66746744,8.89653674
38.66749826,8.97592418
38.66752488,9.00343334
38.66752603,8.86629277
38.66753682,8.92116872
38.6675495,9.08501136
38.6675541,8.87506262
38.66756397,9.06478016
38.66757334,9.06020651
38.66757548,8.87632678
38.66757639,8.92383893
38.66757972,8.90595172
38.66759973,9.0281683
38.66761005,8.99548267
38.66761504,9.00855378
38.66765931,9.07386535
38.6676625,8.87352824
38.66773744,9.03976845
38.66780103,8.96133555
38.66781979,9.05856508
38.66788067,9.01053858
38.66796388,9.0575909
38.66799499,9.0864673
38.668046,8.96636735
38.66805725,9.0649959
38.66809114,9.06399296
38.66810457,8.85877379
38.66816761,9.04824992
38.6681691,8.95687357
38.66821297,8.90779005
38.66828176,8.95201405
38.66831239,8.8758216
38.66836841,8.90718728
38.6684193,8.83811449
38.66842553,8.88507885
38.6684278,9.09114568
38.66851745,9.07266116
38.6685492,9.0394335
38.66860744,8.95277426
38.6686271,8.94090705
38.66870864,9.07887656
38.66870972,8.85166395
38.66871615,8.88355091
38.66873092,8.99607196
38.66881484,8.99828974
38.66883047,8.95686709
38.66886699,9.07879638
38.66887217,9.03763939
38.6689162,8.93550292
38.6689421,8.886103
38.66895579,8.94034094
38.66897473,8.96133891
38.66897814,8.86978907
38.66898574,8.84057805
38.66898737,8.90680573
38.66900746,8.87729595
38.66905172,9.02981343
38.66908733,8.8744991
38.66910333,9.07657212
38.6691356,9.0894181
38.66915545,9.05861325
38.66916302,9.02236194
38.66917012,9.02414401
38.66918563,8.87526396
38.66923461,8.88397222
38.66923496,9.03141606
38.66924587,8.89814115
38.66925584,8.89779527
38.66930049,8.93803227
38.66930202,9.08177637
38.66930327,8.97220275
38.66930446,8.92066454
38.6693077,8.90143914
38.66931421,9.00800896
38.66933424,9.03324167
38.66939465,9.0279217
38.66946413,8.93211591
38.66947933,9.06972946
38.66952619,8.86136719
38.66953007,8.95228305
38.66953556,8.9332706
38.66960981,9.05586403
38.66961127,8.95859971
38.6696413,8.85734043
38.66965949,9.06429193
38.66966043,9.00709806
38.66968631,8.921104
38.66971598,8.85728544
38.66972671,8.97182656
38.66974546,8.84531759
38.66976775,8.97876796
38.66978871,8.93058766
38.66987311,9.02763713
38.66993778,9.03158961
38.66995984,9.05249921
38.66996302,9.08440351
38.67000545,9.05325749
38.67007573,8.8983895
38.67009777,9.08863226
38.67013055,8.92379941
38.67013778,8.84421611
38.67014527,9.04664813
38.67016331,8.86760354
38.67022579,9.05876758
38.67037012,8.95201216
38.67042023,8.88596902
38.67042413,8.95506455
38.67044153,8.91256069
38.67049561,9.0392378
38.67053107,8.85042623
38.67056723,8.95840133
38.67056753,8.97274087
38.67057385,8.97036001
38.67059272,9.06677814
38.67060015,8.9911346
38.67061476,9.05360924
38.67061538,8.94991495
38.67064066,8.93342556
38.67065463,9.01814066
38.67066031,9.07058455
38.67068191,9.03392285
38.67068408,8.91116951
38.67068586,8.96692757
38.67071599,8.94411651
38.67073507,8.90359422
38.67074428,8.91089529
38.67075318,8.86667393
38.67075811,9.00965127
38.67078051,9.08270035
38.67079431,8.86695186
38.67082453,8.97818768
38.67084454,8.93593582
38.6708598,9.04962747
38.67100489,8.88557129
38.67101235,9.06210387
38.67102926,8.84998392
38.67108061,8.90613515
38.67109673,8.8811607
38.67111009,9.05826677
38.67115036,8.89001005
38.67117525,8.94949005
38.67118974,8.91985374
38.67119766,8.89545073
38.67120656,9.07552132
38.67121451,9.00621006
38.67122602,8.89097622
38.6712388,8.85396304
38.67125882,9.01057243
38.67127197,8.9682378
38.67128688,8.94273281
38.67128798,8.98050539
38.6713428,8.94553608
38.67139001,8.94834266
38.67141809,8.93681779
38.67147385,8.8847212
38.67148308,9.01563511
38.67148618,8.89618258
38.67149001,9.02688224
38.67151565,9.0432073
38.67152465,8.88771883
38.6715304,8.86802966
38.67155954,9.07050828
38.67157504,8.98026739
38.67164462,9.06039122
38.67165605,9.05720011
38.67166894,8.9688378
38.67167083,9.03891905
38.67170615,8.90709879
38.67171568,8.86691665
38.67172512,9.04145012
38.67172523,9.08784525
38.67176311,8.87702952
38.67178745,8.9559397
38.67179022,8.91914567
38.67179344,9.04972348
38.67179997,9.07598919
38.67182938,9.01628042
38.67185034,9.08277285
38.67192852,9.06795541
38.67193531,8.94719301
38.67196269,8.9012976
38.6719739,8.91346515
38.67202356,9.09004485
38.67204065,8.8991362
38.6720573,8.87383409
38.67206146,9.02475291
38.67210775,8.89736018
38.67215128,9.072301
38.67216262,9.03556339
38.6721678,8.89480061
38.67218048,9.05622302
38.67222384,8.99304152
38.67224079,9.07395288
38.67225099,9.08926356
38.67228183,9.01398693
38.67234557,9.02060972
38.6723644,8.87922531
38.67237759,9.08685245
38.67240821,8.86905945
38.67240834,8.99084093
38.67241179,8.84765138
38.67241204,8.84731354
38.67245912,9.04853234
38.67249708,8.93427737
38.6725233,9.00545379
38.67252891,8.83905431
38.67253874,8.88915934
38.67253921,8.99408132
38.67258336,9.03928969
38.67258383,8.96021329
38.67266113,8.88897874
38.67268273,8.9025905
38.67271704,8.85073239
38.67272151,8.90185119
38.67274157,8.8673772
38.67278252,8.83681699
38.67278641,9.02400473
38.67280016,8.96078438
38.67286491,9.03547058
38.67288634,8.94207213
38.67289045,9.04117551
38.67291988,8.88656846
38.67295878,8.98190786
38.67295925,9.05101858
38.67297202,8.86016408
38.67298809,8.86242291
38.67298848,9.01560133
38.67301365,9.02189644
38.67303705,9.01263356
38.67306725,8.93958033
38.67317496,9.03628392
38.67321309,9.00945951
38.67324788,9.05182685
38.67326554,8.85672096
38.67328094,9.08689363
38.67330035,9.03640764
38.6733448,9.06671148
38.67336926,8.92752589
38.67337612,8.87736323
38.67342111,8.86682143
38.67342454,8.88607004
38.67348983,8.92137076
38.67352204,9.08613914
38.67362214,8.91750737
38.67365943,8.8885408
38.67368429,8.96096525
38.67369246,8.88753218
38.67369645,9.05810553
38.67369957,9.07625537
38.67371209,8.99937783
38.67376237,8.98257745
38.67379913,8.93911262
38.67382255,8.86872639
38.67382436,9.00451443
38.67384302,8.91386235
38.67396971,8.9744492
38.67401936,9.04171672
38.67407557,8.97464638
38.67407843,9.03071883
38.67410705,8.8774558
38.67415651,8.86752119
38.67415931,8.94192163
38.67417595,8.99569451
38.67420358,8.90667889
38.67420766,8.90290964
38.6742121,8.88970598
38.67421703,8.86776104
38.67426874,8.97111957
38.67433601,8.91877817
38.67436245,8.92823634
38.67436751,8.9257306
38.67441411,8.83751646
38.67451835,8.99907951
38.6745226,8.88029961
38.67455121,9.00922525
38.67455874,9.03654095
38.67457546,8.9699571
38.67460375,8.96084855
38.67461916,8.86395508
38.67464825,8.86552053
38.67467262,8.87100491
38.67467813,9.05687528
38.67471273,9.07301616
38.6747828,8.98617143
38.67478672,8.95650804
38.6748835,8.99208504
38.67488441,9.02950562
38.67490248,9.03945436
38.67490988,9.08889158
38.67499735,8.98884406
38.67510183,8.85937459
38.67514754,8.85627971
38.67515587,8.91664381
38.67517011,9.05458067
38.67521977,8.84385819
38.67522174,9.00588696
38.67522433,9.00373861
38.67523789,9.03091649
38.67526122,8.93003033
38.67527208,8.96665588
38.67531416,9.06067869
38.6753625,9.08655991
38.67536721,9.01722937
38.67537739,8.89994112
38.67540077,9.03738995
38.6755778,8.9676898
38.67559102,8.94850212
38.67560658,8.97827299
38.67564985,8.90300141
38.67567616,9.03419436
38.67569025,9.00726646
38.67569278,8.87349727
38.67570209,9.04846733
38.67576296,9.01536382
38.67580678,8.99630884
38.67582484,8.98984133
38.67586024,9.00850206
38.67586275,8.99084105
38.67592631,8.97783226
38.67607912,9.05808581
38.67611692,9.04038955
38.67613577,8.97535767
38.67614795,8.88391698
38.67623162,8.90907408
38.6762659,8.87669717
38.67629974,9.01736446
38.67630529,8.93030952
38.67631543,8.89251087
38.67633766,9.04788963
38.67636702,8.90269581
38.67638785,8.91454117
38.67644465,8.86383417
38.67652482,8.91759712
38.67653016,8.91087015
38.67654588,8.88827524
38.67655478,8.90962654
38.67661356,9.08503796
38.67662815,8.91770732
38.67666044,8.92854333
38.67668054,8.9666893
38.67669592,9.02709179
38.67670373,8.98800382
38.67671285,8.90810393
38.67671711,9.05563399
38.67678095,9.00218244
38.67678515,9.01026692
38.67680735,8.99177159
38.67688848,8.9122399
38.67689423,9.01898524
38.6768995,9.07798124
38.67691961,8.84939988
38.67693576,9.00004603
38.67696628,8.92242359
38.6769909,9.08440622
38.67701158,8.99327301
38.67709122,8.85651784
38.67710603,8.87749638
38.67711203,9.05130608
38.67715731,8.92804638
38.67716902,8.95671981
38.67717557,8.93748841
38.67720215,9.06728127
38.67724422,9.00489929
38.6772471,9.04381635
38.67724789,9.08154983
38.67727869,8.84096552
38.67732319,8.87527063
38.67736117,8.87772818
38.677381,9.06148144
38.67739844,8.85105605
38.67739981,8.88006386
38.67743611,8.90122645
38.6774486,8.86034987
38.67747808,9.05928251
38.67750361,8.97486272
38.67751389,8.88311743
38.67752329,8.88622476
38.67758113,8.86706068
38.67758662,9.05928935
38.67762213,8.90281201
38.67762566,8.86077092
38.67763937,8.99466069
38.67767744,8.95974325
38.67770404,8.83791998
38.67777447,9.04122352
38.67778668,9.07754185
38.6777875,9.01267081
38.67782342,9.08937099
38.67783244,9.0618463
38.67787627,8.96424876
38.67787945,8.84285733
38.67788067,8.84200833
38.67789964,9.04569589
38.67790659,8.99244838
38.67792246,8.95881258
38.67796413,9.00358322
38.67798908,8.90267139
38.67800192,8.98389494
38.67803278,8.85952674
38.67804073,8.98476216
38.67806406,8.91905569
38.67811147,9.07666522
38.67811285,9.05752359
38.67811889,8.93507568
38.6781363,8.89559654
38.67818392,8.93166933
38.67824708,8.88402842
38.67828424,9.02881648
38.6783018,8.91971214
38.67839625,8.89565045
38.67843006,9.02661247
38.67844558,8.98484527
38.67851635,8.94978127
38.67854603,8.90571355
38.67855193,8.93515256
38.67855645,8.85217518
38.6785599,9.05220133
38.67869042,8.96515743
38.67873125,8.87702134
38.67874494,9.05266811
38.67875223,8.85326324
38.67875591,8.89666425
38.67880384,8.8639721
38.67882376,8.92301566
38.67887511,8.89907739
38.67897965,8.90379569
38.67902621,8.99691741
38.67906124,8.89450432
38.6790759,9.06268643
38.67909125,8.91497435
38.67912388,8.90733011
38.67914528,8.89528257
38.67918152,8.93679196
38.67919728,8.95876572
38.67920788,8.98130076
38.67922374,8.9957212
38.67923756,8.85348605
38.67924326,8.87913987
38.67925427,8.87641032
38.67926605,8.94162683
38.67927773,8.8518175
38.67930283,8.84487425
38.67931097,8.84307775
38.67932774,8.98188747
38.67936672,8.88696563
38.6793951,8.94390435
38.67939581,8.87275071
38.67943634,8.86936175
38.67946927,9.04508655
38.6794764,8.980108
38.67949342,8.86093767
38.67950603,9.09092006
38.67952205,9.00044929
38.67959485,9.07483425
38.67964599,8.87358802
38.67964619,8.96931999
38.67968175,9.08182339
38.67974099,9.04959368
38.67978409,8.90188191
38.67979422,8.96876453
38.67982256,8.92046973
38.67987689,9.01652864
38.67996159,8.91304706
38.67997526,8.91727867
38.68001232,8.87983802
38.68001793,8.85592981
38.68003688,8.86726261
38.68006482,8.90863507
38.68007132,8.89958283
38.6801174,9.01275633
38.68011964,9.00532286
38.68011966,8.89170612
38.6801663,8.86852729
38.68018372,9.07697879
38.68022051,8.98362522
38.68023024,8.9604739
38.68027991,8.88093692
38.68030021,8.96037577
38.6803373,8.9108418
38.68034215,8.88266085
38.68037388,8.97337564
38.68037947,8.85487766
38.680424,8.97323425
38.68048922,9.01109856
38.68053904,8.89169753
38.68054356,8.89344874
38.68054868,9.03229762
38.68060907,9.03598683
38.68063499,9.06938165
38.68064067,9.01068665
38.68068396,8.84186539
38.6807052,9.07058704
38.6807627,9.01224807
38.68076928,8.90763751
38.6808034,9.04604703
38.68083234,9.00591485
38.68087835,9.0336463
38.68098118,9.02155196
38.68101784,8.9436235
38.68102716,8.87493672
38.68105267,9.05895425
38.68105684,9.01005272
38.68108655,8.86101519
38.68109072,8.89934535
38.68109161,8.8963004
38.68114865,9.08900644
38.68117512,8.95323578
38.68117575,9.03426578
38.68117577,9.04606162
38.681179,9.00403848
38.68122959,9.03541283
38.68123333,8.92966442
38.68127846,8.85225953
38.68128304,8.87609298
38.68139104,8.95317024
38.68141113,8.98533216
38.68144459,9.01625165
38.68145001,8.93188908
38.68147892,9.00728807
38.68150608,9.02041049
38.68151534,8.98286644
38.68152236,8.91783782
38.68153095,8.89355169
38.68153197,9.07828648
38.68154058,8.90374049
38.68156125,9.08682076
38.68156374,8.91524766
38.68156884,8.95599648
38.68162932,8.92117799
38.6816382,8.99163246
38.68164492,8.99501479
38.68165979,8.87380984
38.68167384,8.90576919
38.6816938,8.84996856
38.68171917,8.91449049
38.68172566,8.97391778
38.68177696,8.99183641
38.68180345,9.0623521
38.68184974,8.8768766
38.68188998,8.97775952
38.68191593,8.91290748
38.68196151,8.96612623
38.68199555,8.94620538
38.68201703,9.0910124
38.68202847,8.93837767
38.68203405,8.95149475
38.68208249,9.05233881
38.68208903,8.97066287
38.68209673,9.03984998
38.68218839,8.87775379
38.68222088,8.95917917
38.68223268,9.05555688
38.6822671,8.91941524
38.68228812,8.9799115
38.68229353,8.85154698
38.68230513,9.05694627
38.68234105,8.87548857
38.68237436,9.04557918
38.68238741,8.96677787
38.68241208,8.93809497
38.68243477,9.06959807
38.68243954,9.07815193
38.68247699,9.0559087
38.68254383,8.96089322
38.68256183,8.99015723
38.68262109,8.91218816
38.68263228,9.06740311
38.68264659,9.02940337
38.68265152,9.01783894
38.68265892,8.87066554
38.68266456,9.05837003
38.68270571,9.00158951
38.68271884,8.87425258
38.68272466,8.84415787
38.68273017,9.01293901
38.68277252,8.88516258
38.6827913,8.95519134
38.68279992,9.06426068
38.68284383,9.06686869
38.6828654,8.879139
38.68287376,8.93297719
38.68293626,9.06672148
38.68293977,8.93223475
38.68298489,8.96340236
38.68299448,8.90913136
38.68300507,8.99099454
38.68304759,8.94375491
38.68305907,9.07822394
38.68307024,8.95648934
38.68311574,8.92247325
38.68317592,9.07979822
38.68318386,9.00229813
38.68326521,9.07388517
38.68327608,9.08224566
38.68327682,8.88272925
38.68329904,8.84150942
38.68332108,8.92031823
38.68333166,9.06984247
38.68333803,8.88771572
38.68341979,8.9802978
38.68343882,8.97043847
38.68350495,8.92814583
38.68355954,9.04631646
38.68358156,8.88594063
38.6835918,8.86522448
38.68359211,9.00116485
38.68363103,9.00617863
38.68366887,8.95040101
38.6836839,8.98499777
38.68371536,8.96581278
38.68371859,8.8784924
38.68375193,9.01945528
38.68377203,8.84118695
38.68377856,9.04790063
38.68379189,8.95802371
38.68379528,9.07115894
38.68379991,8.97922524
38.68384449,8.86559214
38.68389923,9.0053458
38.68391213,8.97629019
38.68393099,8.8533176
38.68393351,8.85767875
38.68395208,8.87873851
38.68395869,9.07162699
38.68396135,8.93505662
38.68396249,9.08892718
38.68399665,8.97310464
38.68401504,8.99742274
38.68402787,9.08934831
38.68403376,8.879389
38.68410103,9.08254651
38.68411834,8.86430306
38.68411971,8.88479979
38.68413147,8.91404472
38.68415255,9.05210691
38.68418452,8.85227719
38.68420101,8.99440875
38.68425004,9.07834181
38.68426604,9.03552322
38.68426746,8.9174262
38.68428278,9.04212656
38.68431154,8.97939933
38.68431708,8.94806523
38.68431782,8.96132284
38.68432999,8.98398237
38.68433021,9.01894186
38.68433403,9.04063364
38.6843673,8.97371766
38.68438324,9.00600648
38.68444131,8.96924569
38.68452928,8.92004685
38.6845622,9.07796105
38.68459565,9.05298002
38.68463028,8.94317195
38.68464508,8.90302593
38.68468212,9.03232091
38.6847016,8.88301605
38.68473719,8.97409169
38.68474192,8.9444402
38.68476704,8.98549096
38.68478461,9.01587737
38.68479358,8.99535077
38.6849095,8.88695219
38.68491326,8.91697732
38.68491627,8.85786133
38.6849466,9.03848346
38.68500772,8.95607
38.68507104,8.9132164
38.68513822,8.97895011
38.68520225,8.901686
38.68521155,8.96887389
38.68523133,8.90684571
38.68523184,8.96015928
38.6852364,8.86678576
38.68525327,8.84816926
38.68526133,8.88979533
38.68530501,8.88424851
38.68533744,8.91707281
38.68536214,9.02963601
38.68538161,8.99463687
38.6853853,8.91276992
38.68539606,8.99067602
38.68542589,9.0863548
38.68544011,8.9540923
38.68547396,8.90426708
38.68549454,9.0180142
38.68549481,8.99430958
38.68554962,9.01457226
38.68555963,8.93647178
38.68563078,8.90777626
38.68564507,8.87857923
38.68565709,8.90501056
38.68567238,8.90368163
38.6857419,8.97003661
38.68577477,9.01138585
38.68581925,8.86468086
38.68583113,8.90162498
38.68584814,9.00150989
38.68585367,8.97315067
38.68588622,8.85665646
38.68590577,9.04527824
38.68591137,8.98078291
38.68592748,8.87617337
38.68593688,8.96173159
38.68594068,9.01014432
38.68594578,8.84420235
38.68600018,9.01209691
38.68603809,9.04286622
38.68604737,8.95851101
38.68608559,8.94437406
38.68619293,9.03313639
38.68620114,8.99125855
38.68621562,8.92127109
38.68623028,9.03401959
38.68623338,8.96338315
38.68629745,8.8436153
38.68631207,9.04575682
38.6863201,8.85862533
38.68635771,8.91379389
38.68637201,9.00384342
38.68646554,9.01811798
38.68646913,8.87470248
38.68647766,8.84031842
38.68650501,8.8505974
38.68658099,8.99582859
38.68660309,9.03905257
38.6866104,8.84649833
38.68662294,8.95319419
38.68663068,9.033836
38.68663284,8.8603808
38.68668384,9.0817803
38.68671187,9.01314017
38.68671348,8.93178773
38.68674476,8.97468488
38.68675281,8.94980155
38.68677324,9.0847764
38.6867738,8.9887484
38.68679936,8.92281731
38.68680015,8.96656611
38.68681384,8.96155516
38.68682787,8.91423768
38.68686303,8.88646895
38.68690349,8.92744364
38.68691325,8.84240758
38.68692155,9.05785021
38.68694276,8.98991385
38.686949,8.95931313
38.68696387,8.94545753
38.68698729,8.96534103
38.68702704,9.06851092
38.68711382,9.0096562
38.68714023,8.9492158
38.68714676,8.94338784
38.68715358,8.89197655
38.68719101,9.00096491
38.68722965,8.83711285
38.68725187,8.85227582
38.6872687,8.97396089
38.68727099,9.02128796
38.68733816,8.85330006
38.6873424,8.90090618
38.68736041,8.88679986
38.68743301,8.93065612
38.68746337,8.94126895
38.68746486,9.04613662
38.68752273,9.08529775
38.68752483,8.86179914
38.68753613,9.05828807
38.68753785,8.83935124
38.68754841,9.05367045
38.68761292,9.07914117
38.68781625,8.91417177
38.68784376,8.97398957
38.687868,9.01514631
38.68787685,8.85601243
38.68790064,8.94168011
38.68799399,8.99213025
38.68802452,9.09022453
38.68808659,8.84631108
38.68810721,8.84742353
38.68811703,8.94719025
38.68811983,8.97250169
38.68812592,8.92535985
38.68813231,9.00364899
38.6882112,9.08786711
38.68822793,8.99460021
38.68824099,9.01289243
38.6882674,8.8919114
38.68832909,8.91658805
38.68834981,9.0467487
38.68837505,9.06550763
38.68840124,9.01965328
38.68841515,9.0570714
38.68841953,9.05086797
38.68843106,8.8758615
38.68844599,9.06977709
38.68845524,8.84844852
38.68845803,8.92654431
38.68857457,9.04588909
38.68858509,8.93461923
38.68858765,9.0510171
38.68861816,9.0012993
38.68865458,8.9805983
38.68867918,8.87305862
38.68869166,8.95569813
38.68871361,8.93138024
38.6887242,8.87537965
38.68873615,8.92801421
38.68879732,8.91410325
38.68881006,8.86972666
38.68881495,9.07078387
38.68882397,8.92020176
38.68882654,9.05476916
38.68882931,8.95338381
38.68883661,9.06510101
38.68884108,8.98380405
38.68884489,9.05404194
38.6889245,8.8741141
38.68892906,8.99762009
38.68902812,9.05592434
38.68904981,9.02016737
38.68906832,8.96393948
38.68909983,8.91993764
38.68911004,8.84578337
38.68912267,9.05272173
38.68914501,8.88559342
38.68915757,8.8890057
38.68915831,8.99336418
38.68917757,9.03982265
38.68920514,9.01148713
38.68922335,8.9380119
38.68922417,8.95533268
38.68925922,9.08425193
38.6892893,9.07965333
38.68929963,9.01212515
38.6893131,8.9068507
38.68934117,8.85794378
38.68940982,8.98174776
38.68943767,8.92261458
38.68949029,8.9986553
38.68950271,9.0480917
38.68955056,8.85939501
38.68957332,9.05286667
38.68958975,9.04683283
38.68961353,9.01157844
38.68962507,9.05783598
38.68966778,8.97851556
38.68967677,8.8683211
38.68971532,8.88584544
38.68971637,8.89969208
38.68974517,8.85787852
38.68977508,8.96096956
38.68979793,8.97126381
38.68981628,8.92460863
38.68985278,8.98738885
38.689863,9.06486138
38.68987134,8.99407983
38.68989779,9.08070139
38.68990259,9.06409627
38.68990653,8.83824997
38.68991029,9.03170921
38.68995671,9.02508367
38.68998832,8.89343659
38.68999243,9.08184329
